,BLOCKID10,POP10,CE01_2014,long,lat
22727,170318388002027,31,1,-87.56632590000001,41.7078604
22728,170315103004020,0,-1,-87.566407,41.713278
22729,170315103004032,25,2,-87.56608299999999,41.7123726
22730,170315101002064,20,1,-87.5540328,41.71094229999999
22731,170315101002060,1,-1,-87.554045,41.712838700000006
22732,170315101002059,34,1,-87.5533413,41.7128395
22733,170315101002047,37,6,-87.5526677,41.712849299999995
22734,170315101002013,40,3,-87.5499762,41.718214399999994
22735,170315101002042,31,2,-87.55205490000002,41.718203499999994
22736,170315101002038,18,1,-87.55481929999999,41.7181866
22737,170315101001047,32,3,-87.5558803,41.720628000000005
22738,170315101001044,12,0,-87.55411459999999,41.7199732
22739,170315101001022,26,2,-87.5562515,41.7217693
22740,170315102001000,0,-1,-87.55729240000001,41.7224235
22741,170315101001021,11,0,-87.5555588,41.7217759
22742,170315103002028,57,2,-87.5743426,41.7179673
22743,170315102002009,26,2,-87.5636963,41.714456299999995
22744,170314804003032,44,1,-87.5696362,41.725047100000005
22745,170314804003002,41,1,-87.56873809999999,41.7259614
22746,170314805002033,11,1,-87.55841679999999,41.72476760000001
22747,170314805002021,33,1,-87.5583853,41.7254124
22748,170314805002022,23,0,-87.5577191,41.7254335
22749,170314610001044,14,-1,-87.5488687,41.726125599999996
22750,170314610001014,8,1,-87.5505563,41.72983
22751,170314610001006,0,-1,-87.5432213,41.7292516
22752,170314610001039,30,3,-87.54654140000001,41.727392
22753,170318339002014,123,2,-87.5502392,41.7312541
22754,170314610001016,79,16,-87.5533157,41.729524
22755,170314805001028,18,0,-87.56142559999999,41.726523799999995
22756,170314805001025,28,1,-87.5623976,41.7274357
22757,170314805001000,30,1,-87.5613065,41.7310344
22758,170314805001005,41,1,-87.56432109999999,41.7310255
22759,170314804002000,53,1,-87.5660953,41.7289718
22760,170314804002002,57,20,-87.56731579999999,41.7289592
22761,170314804001010,25,0,-87.5709936,41.730729
22762,170314804001012,45,2,-87.56979709999999,41.73076029999999
22763,170314801001026,54,2,-87.5687121,41.7360109
22764,170314801001008,46,8,-87.571464,41.7368851
22765,170314503003025,42,0,-87.57483590000001,41.737979100000004
22766,170314503003030,0,-1,-87.56951600000001,41.7379756
22767,170314503002022,60,3,-87.5760832,41.741567100000005
22768,170314605007018,52,8,-87.578813,41.7504372
22769,170314605007004,0,-1,-87.5765927,41.7513934
22770,170318343006022,50,6,-87.5868053,41.7469241
22771,170318343002019,0,-1,-87.5897026,41.7525597
22772,170318343002016,20,3,-87.59344820000001,41.7536847
22773,170316915002006,0,-1,-87.5998946,41.758395799999995
22774,170316915001000,0,-1,-87.60232890000002,41.7583804
22775,170316915001007,24,2,-87.6019983,41.757700799999995
22776,170316915001008,35,0,-87.60228120000001,41.7570221
22777,170318418002045,36,2,-87.599715,41.7634382
22778,170316909001013,22,2,-87.60583840000001,41.7630362
22779,170318418002047,44,2,-87.5979402,41.765002100000004
22780,170318418002021,66,7,-87.5960902,41.7632464
22781,170314303002008,18,1,-87.5874598,41.768083399999995
22782,170314305003000,112,10,-87.5832353,41.7653155
22783,170314301022004,119,14,-87.5689777,41.766905200000004
22784,170314306002008,44,6,-87.5716182,41.7634693
22785,170314305003016,6,1,-87.5826257,41.76261029999999
22786,170314305003013,63,7,-87.58269179999999,41.763538200000006
22787,170318439001022,125,5,-87.58759309999999,41.7767381
22788,170314201001009,0,-1,-87.58544609999998,41.78620720000001
22789,170314108001008,210,10,-87.58974090000001,41.798551700000004
22790,170318436002008,0,-1,-87.6108445,41.80973970000001
22791,170313812001001,123,10,-87.6135457,41.8066902
22792,170313819002000,103,2,-87.6142103,41.804881099999996
22793,170313818001002,32,8,-87.61773000000001,41.80481470000001
22794,170313819001006,132,12,-87.61181529999999,41.8025599
22795,170318396001008,46,3,-87.6180431,41.824892999999996
22796,170313514001021,20,0,-87.6220448,41.8271322
22797,170313514001025,2,-1,-87.6251576,41.8266358
22798,170318359002004,6,0,-87.6207885,41.8236052
22799,170318359002009,45,2,-87.6175238,41.8210739
22800,170318359001011,198,16,-87.62188540000001,41.819261299999994
22801,170318359001009,45,2,-87.6234993,41.819237799999996
22802,170318358001006,83,5,-87.6209746,41.815662200000006
22803,170313802002008,30,2,-87.6141708,41.8180419
22804,170313807001012,104,5,-87.6216972,41.81212539999999
22805,170313815001002,47,12,-87.62165290000002,41.8102149
22806,170313814001004,114,5,-87.62078690000001,41.8084086
22807,170313814001016,79,7,-87.6207431,41.8065906
22808,170314003001007,32,2,-87.6197012,41.797487
22809,170314005001010,159,7,-87.6244145,41.79194879999999
22810,170314005001012,233,5,-87.6227923,41.791962899999994
22811,170314005002003,0,-1,-87.62357940000001,41.7906854
22812,170318346001018,39,1,-87.63636240000001,41.791918200000005
22813,170318347003006,12,0,-87.64178509999999,41.7930078
22814,170318347003003,57,3,-87.6433145,41.7937364
22815,170318347003025,65,9,-87.6441255,41.7897746
22816,170318347003023,17,2,-87.6429093,41.79000429999999
22817,170318347001017,6,-1,-87.64557959999999,41.787746899999995
22818,170318348001000,0,-1,-87.6452547,41.78610870000001
22819,170318348002004,52,4,-87.64340340000001,41.7827304
22820,170318348002001,20,1,-87.6433769,41.7831811
22821,170318348003014,98,6,-87.6433722,41.783818
22822,170318348003004,48,3,-87.6440353,41.78608320000001
22823,170318348003003,6,1,-87.64403370000001,41.7868216
22824,170314206002013,59,7,-87.6153511,41.7813915
22825,170314208001004,0,-1,-87.6052985,41.780199200000006
22826,170314207005009,7,-1,-87.6152577,41.7775221
22827,170314207005019,0,-1,-87.6136645,41.773230600000005
22828,170316904001013,7,2,-87.6161315,41.7695467
22829,170316904001016,0,-1,-87.61777559999999,41.7695286
22830,170314008001008,0,-1,-87.6168216,41.7811196
22831,170316905001029,0,-1,-87.61495759999998,41.7659453
22832,170316905001028,55,3,-87.6149684,41.76684829999999
22833,170316904002017,12,0,-87.6176779,41.7676915
22834,170316904002011,27,6,-87.61824320000001,41.767933
22835,170316910001010,65,3,-87.61720940000001,41.7629343
22836,170316909005010,116,7,-87.6142478,41.761161200000004
22837,170316910002011,71,14,-87.615527,41.75931129999999
22838,170316909005018,37,3,-87.61422259999999,41.7592305
22839,170316909005015,107,3,-87.612989,41.759549299999996
22840,170316909005014,49,3,-87.61359329999999,41.7595356
22841,170316909003007,64,5,-87.6117752,41.7595666
22842,170316914005000,19,16,-87.61326679999999,41.7582344
22843,170316913001003,83,12,-87.6186882,41.7574278
22844,170316914005006,59,9,-87.6141305,41.755694399999996
22845,170316913002016,50,1,-87.62100190000001,41.7521369
22846,170316913002006,42,2,-87.6202278,41.7537568
22847,170316913002002,83,7,-87.617001,41.7538132
22848,170316914003009,55,1,-87.61040279999999,41.7521032
22849,170314402014005,165,11,-87.6127285,41.74841370000001
22850,170314402012010,76,7,-87.6115059,41.7484291
22851,170314403002012,51,2,-87.61762320000001,41.7465041
22852,170314402021008,35,2,-87.6114237,41.7447822
22853,170314402023004,50,2,-87.613435,41.741093299999996
22854,170314402022016,19,0,-87.6104941,41.7372479
22855,170314403002031,28,0,-87.614959,41.7376398
22856,170314403002028,33,1,-87.6173944,41.737604600000004
22857,170314407002005,45,3,-87.61329140000001,41.735387200000005
22858,170314409003000,74,9,-87.61080079999999,41.7326842
22859,170314406001015,24,4,-87.61845799999999,41.7325571
22860,170314409003005,37,5,-87.6131862,41.7317295
22861,170314406001025,20,0,-87.6154995,41.731229600000006
22862,170314903001004,39,0,-87.6182066,41.7264
22863,170314409003013,42,4,-87.6131123,41.7289869
22864,170314409001017,65,2,-87.608281,41.7295205
22865,170314409001004,36,0,-87.60626579999999,41.732291700000005
22866,170314409001021,24,5,-87.6049901,41.729803100000005
22867,170314409002011,40,1,-87.6061412,41.7263741
22868,170314903001010,44,4,-87.6163286,41.724594700000004
22869,170314903001017,19,1,-87.6144738,41.723049700000004
22870,170314904001007,59,4,-87.61391529999999,41.7246377
22871,170314905001014,65,1,-87.6155756,41.719128600000005
22872,170314903001021,38,3,-87.61688649999999,41.723006
22873,170314701001012,6,0,-87.60127709999999,41.726450899999996
22874,170314701001016,46,4,-87.59943559999999,41.726917
22875,170314701002036,15,0,-87.5989035,41.73011760000001
22876,170314701002014,11,-1,-87.5955349,41.729699700000005
22877,170314408001004,13,0,-87.6020537,41.73441
22878,170314701002010,193,16,-87.59290370000001,41.7266527
22879,170314803002014,35,4,-87.5870045,41.727110700000004
22880,170314803001016,32,38,-87.58830809999999,41.730491
22881,170314803001002,92,4,-87.58711720000001,41.7323341
22882,170314804005018,2,0,-87.58528620000001,41.729095
22883,170314804004013,33,9,-87.58150309999999,41.7276297
22884,170314804004019,74,28,-87.58242209999999,41.7263813
22885,170314804006011,26,1,-87.5795149,41.7306191
22886,170314804004001,49,0,-87.5727276,41.7272919
22887,170314804002019,0,-1,-87.5683245,41.7273401
22888,170314804002008,46,5,-87.5709592,41.728908700000005
22889,170314804001009,13,0,-87.5713307,41.7314372
22890,170314804007002,40,3,-87.57348459999999,41.732527399999995
22891,170314804007008,35,3,-87.57713009999999,41.73247670000001
22892,170314801002003,11,10,-87.578751,41.7367839
22893,170314801002013,0,-1,-87.5848464,41.734228
22894,170314801002014,41,2,-87.584252,41.73423579999999
22895,170314801002016,38,3,-87.5831006,41.734252000000005
22896,170314802001009,35,11,-87.5884054,41.7357349
22897,170318343004000,29,2,-87.5860457,41.740099799999996
22898,170318343004001,26,2,-87.58714859999999,41.740309499999995
22899,170318343004008,40,4,-87.5887875,41.7380111
22900,170314503001054,1,-1,-87.5849865,41.741023600000005
22901,170314503004000,64,6,-87.5817353,41.740384000000006
22902,170314503003016,36,6,-87.5802855,41.7381001
22903,170314503001044,40,5,-87.5818036,41.7431219
22904,170318343001016,51,2,-87.593202,41.7450179
22905,170314401021006,117,12,-87.6004442,41.7431074
22906,170314401024005,174,14,-87.6040804,41.744894099999996
22907,170314401014007,73,7,-87.604188,41.748550200000004
22908,170314401024003,153,8,-87.6029263,41.7448659
22909,170314401012000,102,101,-87.6017219,41.746748600000004
22910,170314401022007,70,29,-87.6039437,41.737572
22911,170316914002009,51,3,-87.60676600000001,41.7523593
22912,170316915002024,141,9,-87.6006593,41.7522464
22913,170318343002034,36,1,-87.593288,41.748670000000004
22914,170318342003017,93,6,-87.5836078,41.752609899999996
22915,170318342003016,85,0,-87.583023,41.7526166
22916,170318342001008,119,4,-87.5805979,41.7526567
22917,170314312001016,21,26,-87.5750918,41.7530223
22918,170318342001011,102,9,-87.5787531,41.7526733
22919,170314605007026,53,3,-87.5738253,41.7504954
22920,170318342002016,92,5,-87.57639520000001,41.7561497
22921,170318342002024,0,-1,-87.5851378,41.7576734
22922,170318342002010,29,2,-87.5801032,41.757697799999995
22923,170314304003012,0,-1,-87.5865055,41.7610336
22924,170314309001008,1,-1,-87.5846792,41.7615146
22925,170314309002009,38,1,-87.5838265,41.760350700000004
22926,170314309001011,78,1,-87.57679399999999,41.7609137
22927,170314308001012,39,2,-87.5740285,41.761624
22928,170314312001000,78,3,-87.56660699999999,41.7544588
22929,170314312002022,47,3,-87.5666196,41.7562562
22930,170314312001029,50,0,-87.5693022,41.7527968
22931,170314313013009,44,0,-87.5653401,41.7528782
22932,170314604001002,49,2,-87.56440490000001,41.751531400000005
22933,170314313023013,13,1,-87.55779,41.7560274
22934,170314313011001,0,-1,-87.5553698,41.754333700000004
22935,170314308002006,30,6,-87.5703453,41.760053899999996
22936,170314605006000,105,5,-87.5713688,41.7489386
22937,170314605001002,0,-1,-87.56929090000001,41.7514721
22938,170314605004005,31,5,-87.5743434,41.745484600000005
22939,170314605004013,14,0,-87.57308420000001,41.744162599999996
22940,170314605004022,2,1,-87.5717999,41.742428499999995
22941,170314605003016,64,3,-87.5700267,41.7416809
22942,170314605002009,54,4,-87.57009609999999,41.745513700000004
22943,170314605002018,5,0,-87.5688177,41.7445984
22944,170314605003004,56,21,-87.5663864,41.7417321
22945,170314603024028,42,1,-87.56097059999999,41.7456586
22946,170314604003000,80,2,-87.56154609999999,41.743610100000005
22947,170314603012006,78,1,-87.55541020000001,41.7384835
22948,170314603011006,75,5,-87.5554148,41.740055600000005
22949,170314603013005,78,5,-87.555468,41.7418805
22950,170314606001018,12,0,-87.55932709999999,41.7345469
22951,170318339001008,116,9,-87.54604599999999,41.7328794
22952,170314607001001,58,2,-87.54409509999999,41.736805700000005
22953,170314602002020,106,5,-87.5505165,41.738536100000005
22954,170314602001016,66,2,-87.54446429999999,41.740189
22955,170314602002016,0,-1,-87.5511892,41.7440876
22956,170314602002017,0,-1,-87.5511135,41.743712
22957,170314602002024,101,5,-87.54700859999998,41.7423753
22958,170314313022011,164,12,-87.56361679999999,41.757879700000004
22959,170314312002018,25,1,-87.56849220000001,41.7578403
22960,170314205001001,0,-1,-87.6089877,41.78506289999999
22961,170314205001006,69,1,-87.6106136,41.7848573
22962,170314205001002,46,7,-87.6103149,41.785554499999996
22963,170314204001012,2,0,-87.6048569,41.7835979
22964,170314206001001,35,2,-87.6117559,41.784819899999995
22965,170314206001010,11,3,-87.61149609999998,41.784184499999995
22966,170314205001011,0,-1,-87.6102516,41.7841691
22967,170314206001008,72,4,-87.612966,41.7845915
22968,170318347002002,26,1,-87.648161,41.793623499999995
22969,170318347002003,36,6,-87.64787890000001,41.7929233
22970,170316701001004,8,2,-87.6551181,41.792795500000004
22971,170316805002012,38,3,-87.6520832,41.792843100000006
22972,170316103001023,115,4,-87.6660632,41.814956200000005
22973,170318397001000,209,10,-87.6537823,41.833615
22974,170316009004014,49,5,-87.6571841,41.8358611
22975,170316009002006,15,1,-87.651331,41.837259499999995
22976,170316009002000,110,7,-87.649919,41.8378014
22977,170316009002004,100,10,-87.6488977,41.83680820000001
22978,170318397002003,49,5,-87.6458605,41.833493100000005
22979,170316806002027,33,2,-87.650591,41.7807963
22980,170316806002020,29,2,-87.65362059999998,41.7807601
22991,170315803001008,36,2,-87.7097035,41.8250217
22992,170315803001021,102,5,-87.7105599,41.8236359
22994,170316813002009,98,2,-87.6404168,41.7643528
22995,170316814001002,22,1,-87.64619859999999,41.764933500000005
22996,170316814004011,6,0,-87.648944,41.7643505
22997,170316814001013,87,7,-87.64644969999999,41.7624334
22998,170316814003020,0,-1,-87.64460799999999,41.75901760000001
22999,170317102001007,61,8,-87.6457138,41.7568909
23000,170317102001003,34,2,-87.64451640000001,41.7569176
23001,170317101001005,71,2,-87.64327779999999,41.755185499999996
23003,170315401012012,18,2,-87.6148089,41.652124799999996
23004,170315401012007,10,1,-87.61441140000001,41.6530352
23005,170315401012008,13,2,-87.61361740000001,41.6530449
23007,170315101002003,0,-1,-87.545275,41.719348600000004
23008,170315101001055,0,-1,-87.5477453,41.7216118
23009,170315101001006,0,-1,-87.5486209,41.7225247
23010,170317503003016,12,1,-87.6891579,41.6919492
23011,170317503003015,0,-1,-87.687931,41.6919639
23012,170317401004017,33,0,-87.6992743,41.6904546
23013,170317401004015,45,6,-87.69805129999999,41.6904551
23014,170317401004011,0,-1,-87.6959372,41.689770200000005
23015,170317404002001,15,0,-87.70155799999999,41.686795399999994
23016,170317401004030,47,6,-87.6997235,41.6870252
23017,170317401004023,40,5,-87.69921629999999,41.68885529999999
23018,170317401004026,45,3,-87.6974023,41.688863299999994
23019,170317404001001,80,9,-87.70169240000001,41.6901749
23020,170317404001022,37,3,-87.7047138,41.689449200000006
23021,170317403002023,34,2,-87.7018083,41.692691700000005
23022,170317403002022,35,1,-87.7024505,41.6926845
23023,170317401002019,4,1,-87.7002323,41.6990981
23024,170317401002005,45,1,-87.6997142,41.7016281
23025,170317401001010,35,5,-87.6998335,41.7050655
23026,170317204002015,40,4,-87.6907023,41.7108507
23027,170317204002027,25,3,-87.6887543,41.7074846
23028,170317205001006,85,9,-87.6900055,41.7046033
23029,170317205001024,17,2,-87.6871003,41.7038273
23030,170317205002035,22,1,-87.6832819,41.6993036
23031,170317503001002,40,4,-87.6829439,41.698167299999994
23032,170317503001014,28,5,-87.6858938,41.697892700000004
23033,170317205002017,65,21,-87.6830536,41.701817299999995
23034,170317503001010,32,3,-87.6866066,41.6962951
23035,170317206002019,21,1,-87.6768954,41.7002967
23036,170317206002025,11,0,-87.6747615,41.699392700000004
23037,170317206002023,26,0,-87.6745012,41.700336
23038,170317504001006,0,-1,-87.6863626,41.6908376
23039,170317504001021,39,5,-87.6845381,41.690546000000005
23040,170317504001000,18,1,-87.68145799999999,41.6907956
23041,170317503002003,42,3,-87.6834251,41.6945104
23042,170317503002000,56,4,-87.6815726,41.694531700000006
23043,170317504003020,13,2,-87.6850172,41.6788173
23044,170317504003021,24,4,-87.685132,41.6779122
23052,170317505003047,35,3,-87.6643684,41.687229200000004
23053,170317505003031,45,2,-87.66375450000001,41.6885196
23054,170317505003037,30,6,-87.6639762,41.688096200000004
23055,170314909012011,87,12,-87.6211478,41.6971626
23056,170314909012032,16,0,-87.6210931,41.695345700000004
